CPTCode,Total,OFF,FAC,TC27,PC26,FUD
69646,"$3,071.67", , , , ,90
69650,"$1,674.78", , , , ,90
69660,"$2,079.47", , , , ,90
69661,"$2,634.47", , , , ,90
69662,"$2,581.65", , , , ,90
69666,"$1,737.36", , , , ,90
69667,"$1,722.74", , , , ,90
69670,"$1,659.35", , , , ,90
69676,"$1,386.32", , , , ,90
69700,"$1,236.78", , , , ,45
69710,BR, , , , ,15
69711,"$1,437.51", , , , ,45
69714,"$1,748.34", , , , ,45
69715,"$2,215.34", , , , ,90
69717,"$1,801.43", , , , ,45
69718,"$2,241.88", , , , ,90
69720,"$2,468.70", , , , ,90
69725,"$2,629.59", , , , ,90
69740,"$2,143.66", , , , ,90
69745,"$2,498.78", , , , ,90
69799,BR, , , , ,0
69801,"$1,621.96", , , , ,90
69805,"$1,950.26", , , , ,90
69806,"$2,306.19", , , , ,90
69820,"$1,487.07", , , , ,90
69840,"$1,437.51", , , , ,90
69905,"$1,987.63", , , , ,90
69910,"$2,441.08", , , , ,90
69915,"$2,944.07", , , , ,90
69930,"$2,923.76", , , , ,90
69949,BR, , , , ,0
69950,"$3,073.29", , , , ,90
69955,"$3,317.07", , , , ,90
69960,"$2,940.01", , , , ,90
69970,"$3,288.63", , , , ,90
69979,BR, , , , ,0
69990,$387.05, , , , ,0
