CPTCode,Total,OFF,FAC,TC27,PC26,FUD
46742,"$3,716.88", , , , ,90
46744,"$4,172.74", , , , ,90
46746,"$4,565.23", , , , ,90
46748,"$5,086.92", , , , ,90
46750,"$1,062.90", , , , ,45
46751,$945.87, , , , ,45
46753,$871.11, , , , ,45
46754,$238.09, , , , ,15
46760,"$1,385.49", , , , ,45
46761,"$1,350.56", , , , ,45
46762,"$1,192.90", , , , ,45
46900,$173.08, , , , ,0
46910,$192.59, , , , ,0
46916,$194.22, , , , ,15
46917,$296.60, , , , ,15
46922,$244.60, , , , ,15
46924,$418.49, , , , ,15
46930, ,$366.72,$267.08, , ,90
46940,$221.04, , , , ,15
46942,$195.02, , , , ,15
46945,$291.72, , , , ,15
46946,$393.30, , , , ,15
46947,$639.13, , , , ,90
46999,BR, , , , ,0
47000,$226.04, , , , ,0
47001,$257.60, , , , ,0
47010,"$1,226.24", , , , ,45
47015,"$1,228.67", , , , ,45
47100,$797.18, , , , ,45
47120,"$2,545.09", , , , ,45
47122,"$3,983.40", , , , ,45
47125,"$3,668.92", , , , ,45
47130,"$4,035.42", , , , ,45
47133,BR, , , , ,0
47134,"$4,757.82", , , , ,90
47135,"$10,426.57", , , , ,90
47136,"$7,782.35", , , , ,90
47140,"$6,080.71", , , , ,90
47141,"$7,373.58", , , , ,90
47142,"$8,134.43", , , , ,90
47143,BR, , , , ,0
47144,BR, , , , ,90
47145,BR, , , , ,90
47146,$657.92, , , , ,0
47147,$767.53, , , , ,0
47300,"$1,309.11", , , , ,45
47350,"$1,490.33", , , , ,45
47360,"$2,089.21", , , , ,45
47361,"$3,539.21", , , , ,90
47362,"$1,264.21", , , , ,90
47370,"$1,838.88", , , , ,90
47371,"$1,732.36", , , , ,90
47379,BR, , , , ,90
47380,"$2,163.52", , , , ,90
47381,"$2,138.49", , , , ,90
47382,"$1,278.52", , , , ,90
47383, ,"$14,798.28",$986.18, , ,10
47399,BR, , , , ,0
47400,"$2,165.60", , , , ,45
47420,"$1,973.83", , , , ,45
47425,"$2,112.78", , , , ,45
47460,"$2,057.98", , , , ,45
47480,"$1,248.98", , , , ,45
47490,$660.31, , , , ,45
47500,$237.46, , , , ,45
47505,$130.50, , , , ,0
47510,$704.54, , , , ,0
47511,$879.25, , , , ,15
47525,$482.04, , , , ,0
47530,$477.78, , , , ,0
47550,$364.87, , , , ,0
47552,$583.45, , , , ,0
47553,$703.82, , , , ,15
47554,"$1,027.14", , , , ,0
47555,$702.40, , , , ,0
47556,$771.57, , , , ,0
47560,$547.84, , , , ,90
47561,$616.83, , , , ,90
47562,"$1,328.91", , , , ,90
47563,"$1,429.64", , , , ,90
47564,"$1,698.06", , , , ,90
47570,"$1,525.51", , , , ,90
47579,BR, , , , ,90
47600,"$1,450.51", , , , ,45
47605,"$1,568.34", , , , ,45
47610,"$1,851.12", , , , ,45
47612,"$2,315.93", , , , ,45
47620,"$2,152.60", , , , ,45
47630,$830.04, , , , ,45
47700,"$1,699.97", , , , ,45
47701,"$2,764.50", , , , ,45
47711,"$2,404.51", , , , ,45
47712,"$2,844.14", , , , ,45
47715,"$1,807.24", , , , ,45
47720,"$1,678.86", , , , ,45
47721,"$2,061.59", , , , ,45
47740,"$1,923.44", , , , ,45
47741,"$2,440.26", , , , ,45
47760,"$2,512.58", , , , ,45
47765,"$2,679.17", , , , ,45
47780,"$2,664.55", , , , ,45
47785,"$2,980.66", , , , ,45
47800,"$2,454.08", , , , ,45
47801,"$1,321.30", , , , ,15
47802,"$2,079.47", , , , ,45
47900,"$2,289.94", , , , ,45
47999,BR, , , , ,0
48000,"$1,600.02", , , , ,45
48001,"$1,888.51", , , , ,45
48020,"$1,576.46", , , , ,45
48100,"$1,140.91", , , , ,45
48102,$469.93, , , , ,0
48105,"$4,899.03", , , , ,90
48120,"$1,795.04", , , , ,45
48140,"$2,515.84", , , , ,45
48145,"$2,770.99", , , , ,45
48146,"$2,995.28", , , , ,45
48148,"$1,799.93", , , , ,45
48150,"$4,995.91", , , , ,45
48152,"$4,700.12", , , , ,45
48153,"$4,995.91", , , , ,45
48154,"$4,700.12", , , , ,45
48155,"$3,180.56", , , , ,45
48160,"$4,153.25", , , , ,45
48400,$208.93, , , , ,0
48500,"$1,634.96", , , , ,45
48510,"$1,489.50", , , , ,45
48520,"$1,938.07", , , , ,45
48540,"$2,266.37", , , , ,45
48545,"$1,780.42", , , , ,45
48547,"$2,573.54", , , , ,45
48548,"$2,851.02", , , , ,90
48550,BR, , , , ,0
48551,BR, , , , ,0
48552,$456.61, , , , ,0
48554,"$4,152.42", , , , ,0
48556,"$1,687.78", , , , ,90
48999,BR, , , , ,0
49000,"$1,257.12", , , , ,45
49002,"$1,227.84", , , , ,45
49010,"$1,439.14", , , , ,45
49020,"$1,100.27", , , , ,45
49040,"$1,214.04", , , , ,45
49060,"$1,274.17", , , , ,45
49062,"$1,354.00", , , , ,45
49082 , ,$317.86,$137.81 , , ,0
49083 , , ,$212.72 , , ,0
49084, , ,$195.16, , ,0
49180,$226.76, , , , ,0
49203, , ,"$2,048.96", , ,90
49204, , ,"$2,613.81", , ,90
49205, , ,"$2,991.02", , ,90
49215,"$2,340.30", , , , ,45
49220,"$2,069.72", , , , ,90
49250,$950.75, , , , ,45
49255,$737.85, , , , ,45
49320,$660.46, , , , ,10
49321,$704.05, , , , ,10
49322,$732.27, , , , ,10
49323,"$1,131.52", , , , ,90
49324,$677.76, , , , ,10
49325,$728.64, , , , ,10
49326,$333.78, , , , ,0
49327, , ,$258.10, , ,0
49329,BR, , , , ,90
49400,$236.47, , , , ,0
49402,"$1,459.94", , , , ,90
49405, , , , , ,0
49406, , , , , ,0
49407, , , , , ,0
49411, ,$969.19,$385.43, , ,0
49412, , ,$161.26, , ,0
49418, ,"$3,002.88",$463.03, , ,0
49419,$782.41, , , , ,90
49421,$718.34, , , , ,0
49422,$793.92, , , , ,15
49423,$179.38, , , , ,15
49424,$93.28, , , , ,15
49425,"$1,491.13", , , , ,45
49426,"$1,109.21", , , , ,45
49427,$94.12, , , , ,0
49428,$240.53, , , , ,15
49429,$771.16, , , , ,15
49435,$214.65, , , , ,0
49436,$320.02, , , , ,10
49440, ,"$2,127.82",$444.09, , ,90
49441, ,"$2,525.87",$489.48, , ,90
49442, ,"$2,059.42",$406.11, , ,10
49446, ,"$2,104.17",$320.52, , ,0
49450, ,"$1,471.89",$129.99, , ,0
49451, ,"$1,559.91",$178.91, , ,0
49452, ,"$1,909.19",$279.07, , ,0
49460, ,"$1,560.24",$91.63, , ,0
49465, ,$326.35,$60.56, , ,0
49491,"$1,241.69", , , , ,45
49492,"$1,522.15", , , , ,45
49495,$855.68, , , , ,45
49496,"$1,067.76", , , , ,45
49500,$747.59, , , , ,45
49501,$980.83, , , , ,45
49505,$850.80, , , , ,45
49507,$991.38, , , , ,45
49520,"$1,042.59", , , , ,45
49521,"$1,151.46", , , , ,45
49525,$997.88, , , , ,45
49540,"$1,045.02", , , , ,45
49550,$922.30, , , , ,45
49553,$956.44, , , , ,45
49555,"$1,065.33", , , , ,45
49557,"$1,178.28", , , , ,45
49560,"$1,204.28", , , , ,45
49561,"$1,353.81", , , , ,45
49565,"$1,266.03", , , , ,45
49566,"$1,415.57", , , , ,45
49568,$594.02, , , , ,0
49570,$705.34, , , , ,45
49572,$874.37, , , , ,45
49580,$593.20, , , , ,45
49582,$776.04, , , , ,45
49585,$745.97, , , , ,45
49587,$823.18, , , , ,45
49590,$972.69, , , , ,45
49600,"$1,161.22", , , , ,45
49605,"$2,419.94", , , , ,45
49606,"$2,059.16", , , , ,45
49610,"$1,222.16", , , , ,45
49611,"$1,335.11", , , , ,45
49650,$769.10, , , , ,90
49651,$986.23, , , , ,90
49652, , ,"$1,401.44", , ,90
49653, , ,"$1,751.06", , ,90
49654, , ,"$1,610.67", , ,90
49655, , ,"$1,938.81", , ,90
49656, , ,"$1,616.48", , ,90
49657, , ,"$2,334.93", , ,90
49659,BR, , , , ,90
49900,$653.33, , , , ,45
49904,"$2,683.60", , , , ,90
49905,$795.55, , , , ,0
49906,BR, , , , ,0
49999,BR, , , , ,0
